event_time,user_pseudo_id,session_id,event_name,country,category,source,medium,campaign_name
2021-01-25 09:38:30.305685 UTC,1966636.1188736583,3020952952,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 19:25:02.388643 UTC,1969208.4518767136,1152448757,session_start,Portugal,desktop,google,organic,(organic)
2021-01-25 14:16:25.467280 UTC,1973283.0317618567,6597337426,session_start,Canada,mobile,<Other>,<Other>,<Other>
2021-01-25 06:08:43.950525 UTC,1973283.0317618567,9452922790,session_start,Canada,mobile,google,organic,(organic)
2021-01-25 23:07:28.662069 UTC,1975339.9986731261,3945938148,session_start,Israel,desktop,(direct),(none),(direct)
2021-01-25 02:26:40.562989 UTC,1982776.2318316882,5616225735,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-25 02:39:52.300412 UTC,1983860.2214103216,1477964883,session_start,India,mobile,(direct),(none),(direct)
2021-01-25 02:39:56.778432 UTC,1983860.2214103216,1477964883,view_item,India,mobile,(direct),(none),(direct)
2021-01-25 17:31:08.975339 UTC,1986605.6771233145,7919260234,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 14:13:00.127422 UTC,1995260.2808317473,8487366467,session_start,United States,mobile,google,organic,(organic)
2021-01-25 12:20:04.618901 UTC,1997185.8217663883,7050412796,session_start,United States,desktop,google,organic,(organic)
2021-01-25 05:50:54.382037 UTC,2008917.2312336566,4210979066,session_start,United Kingdom,mobile,(direct),(none),(direct)
2021-01-25 05:50:57.548510 UTC,2008917.2312336566,4210979066,view_item,United Kingdom,mobile,(direct),(none),(direct)
2021-01-25 23:37:38.003029 UTC,2008917.2312336566,6933541568,view_item,United Kingdom,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 23:37:37.079771 UTC,2008917.2312336566,6933541568,session_start,United Kingdom,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 14:30:55.223096 UTC,2009531.5501290378,8549995093,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 09:29:07.302431 UTC,2010607.8515056385,6170944897,session_start,India,desktop,<Other>,<Other>,<Other>
2021-01-25 09:29:08.840496 UTC,2010607.8515056385,6170944897,view_item,India,desktop,<Other>,<Other>,<Other>
2021-01-25 08:14:46.539488 UTC,2021745.2333380177,7715913767,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-25 03:53:32.529294 UTC,2035808.3079032775,4087296718,session_start,United States,mobile,google,cpc,<Other>
2021-01-25 11:16:28.647879 UTC,2041518.4120755728,8806138349,view_item,United States,desktop,google,organic,(organic)
2021-01-25 11:17:17.065332 UTC,2041518.4120755728,8806138349,view_item,United States,desktop,google,organic,(organic)
2021-01-25 11:15:47.092744 UTC,2041518.4120755728,8806138349,session_start,United States,desktop,google,organic,(organic)
2021-01-25 11:21:33.997355 UTC,2041518.4120755728,8806138349,view_item,United States,desktop,google,organic,(organic)
2021-01-25 17:12:18.277909 UTC,2042171.9051514219,3698967463,session_start,Germany,mobile,<Other>,referral,(referral)
2021-01-25 14:48:36.682790 UTC,2046222.5397488793,3973138174,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 05:39:22.450325 UTC,2049564.7892328799,2765609057,view_item,India,mobile,<Other>,<Other>,<Other>
2021-01-25 05:39:17.356248 UTC,2049564.7892328799,2765609057,session_start,India,mobile,<Other>,<Other>,<Other>
2021-01-25 11:12:59.861233 UTC,2063079.5586760696,3176039002,view_item,India,mobile,google,organic,(organic)
2021-01-25 11:12:54.713513 UTC,2063079.5586760696,3176039002,session_start,India,mobile,google,organic,(organic)
2021-01-25 11:12:59.733781 UTC,2063079.5586760696,3176039002,view_item,India,mobile,google,organic,(organic)
2021-01-25 11:13:19.224808 UTC,2063079.5586760696,3176039002,view_item,India,mobile,google,organic,(organic)
2021-01-25 06:43:55.664615 UTC,2063300.6228615820,6289426073,session_start,China,desktop,google,organic,(organic)
2021-01-25 03:48:48.586085 UTC,2075030.2835550763,9220357648,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 17:09:03.970133 UTC,2084772.4022135497,2416014786,session_start,Denmark,mobile,<Other>,<Other>,<Other>
2021-01-25 10:03:26.893269 UTC,2089668.3440285415,3792620940,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 20:19:20.745351 UTC,2098550.6766127979,7757295834,session_start,Germany,mobile,google,organic,(organic)
2021-01-25 13:08:46.062249 UTC,2106874.9301051439,8310459189,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 11:10:51.664972 UTC,2108425.3051773076,8710017779,session_start,United Kingdom,mobile,<Other>,referral,(referral)
2021-01-25 02:40:31.884687 UTC,2128595.8058890241,5220697941,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 02:57:46.049687 UTC,2130192.2168251243,1761057682,session_start,France,desktop,(direct),(none),(direct)
2021-01-25 23:38:20.273779 UTC,2131608.6965071081,925887573,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 02:05:14.458979 UTC,2139665.7982725276,2449054805,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 05:47:11.929997 UTC,2140048.9644848550,633456453,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 05:47:16.369633 UTC,2140048.9644848550,633456453,view_item,United States,desktop,(direct),(none),(direct)
2021-01-25 02:04:31.541253 UTC,2145047.9175429648,8306237238,session_start,United States,mobile,google,organic,(organic)
2021-01-25 05:52:19.622051 UTC,2145047.9175429648,1114669088,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 04:33:42.136718 UTC,2145932.4879099874,9781415311,session_start,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 18:17:27.711877 UTC,2146706.3961731197,8594399754,session_start,United States,mobile,google,organic,(organic)
2021-01-25 19:02:41.706798 UTC,2147311.9175429648,59658434,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 15:10:10.363797 UTC,2155434.5538814023,206434342,session_start,India,desktop,<Other>,<Other>,<Other>
2021-01-25 10:35:14.144678 UTC,2177411.7525743801,5616292541,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 14:25:22.259874 UTC,2189246.7131725512,7743600950,view_item,Netherlands,desktop,(direct),(none),(direct)
2021-01-25 14:24:52.800269 UTC,2189246.7131725512,7743600950,session_start,Netherlands,desktop,(direct),(none),(direct)
2021-01-25 03:25:50.511524 UTC,2196642.7409224638,6615846673,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 09:00:33.090711 UTC,2202763.4301930946,1295028677,session_start,Sweden,desktop,(direct),(none),(direct)
2021-01-25 09:00:38.097077 UTC,2202763.4301930946,1295028677,view_item,Sweden,desktop,(direct),(none),(direct)
2021-01-25 12:01:07.966908 UTC,2212265.4205592575,5227147591,view_item,Germany,mobile,<Other>,<Other>,<Other>
2021-01-25 11:49:45.468241 UTC,2212265.4205592575,5227147591,session_start,Germany,mobile,<Other>,<Other>,<Other>
2021-01-25 12:03:32.779828 UTC,2212265.4205592575,5227147591,view_item,Germany,mobile,<Other>,<Other>,<Other>
2021-01-25 12:01:18.682885 UTC,2212265.4205592575,5227147591,view_item,Germany,mobile,<Other>,<Other>,<Other>
2021-01-25 12:41:29.887611 UTC,2212606.8917502696,4706081061,view_item,Canada,desktop,google,organic,(organic)
2021-01-25 12:41:24.846825 UTC,2212606.8917502696,4706081061,session_start,Canada,desktop,google,organic,(organic)
2021-01-25 23:09:00.563567 UTC,2220202.9894376284,4550239626,session_start,Australia,mobile,<Other>,<Other>,<Other>
2021-01-25 15:25:26.193702 UTC,2226284.7939175171,9446450776,session_start,Italy,desktop,<Other>,referral,(referral)
2021-01-25 04:42:03.420051 UTC,2238514.6295316850,6489716841,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 23:41:02.967582 UTC,2246152.0056487466,6189741645,view_item,United States,desktop,(direct),(none),(direct)
2021-01-25 23:40:57.995963 UTC,2246152.0056487466,6189741645,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 14:54:54.435215 UTC,2256135.9593200235,4968480568,session_start,Morocco,mobile,(direct),(none),(direct)
2021-01-25 07:28:54.562317 UTC,2269466.1286063485,3858008040,session_start,Canada,mobile,<Other>,referral,(referral)
2021-01-25 18:18:15.411466 UTC,2269466.1286063485,3351767829,session_start,Canada,mobile,<Other>,referral,(referral)
2021-01-25 07:30:59.410027 UTC,2269466.1286063485,3858008040,view_item,Canada,mobile,<Other>,referral,(referral)
2021-01-25 08:23:43.668915 UTC,2283000.8954970509,6701162889,session_start,Ukraine,mobile,google,cpc,<Other>
2021-01-25 23:29:48.675668 UTC,2288348.8259073310,5773237528,session_start,Costa Rica,desktop,google,organic,(organic)
2021-01-25 09:25:24.838008 UTC,2288348.8259073310,7574093732,session_start,Costa Rica,desktop,google,organic,(organic)
2021-01-25 02:08:35.844583 UTC,2289023.4813940789,5580789721,session_start,Sweden,desktop,<Other>,<Other>,<Other>
2021-01-25 15:33:06.271831 UTC,2289205.0874511481,4240726843,session_start,Canada,desktop,google,organic,(organic)
2021-01-25 23:57:31.363191 UTC,2300456.5081901653,6768430354,session_start,United Kingdom,desktop,<Other>,<Other>,<Other>
2021-01-25 00:01:38.122148 UTC,2302241.6650002975,8840180439,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 19:55:19.679484 UTC,2304272.1065456196,4404609155,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 19:55:21.974577 UTC,2304272.1065456196,4404609155,view_item,United States,desktop,<Other>,referral,(referral)
2021-01-25 18:12:43.554995 UTC,2305323.8382319088,8696449019,add_shipping_info,Peru,desktop,google,organic,(organic)
2021-01-25 18:11:09.298945 UTC,2305323.8382319088,8696449019,add_shipping_info,Peru,desktop,google,organic,(organic)
2021-01-25 18:08:23.314486 UTC,2305323.8382319088,8696449019,session_start,Peru,desktop,google,organic,(organic)
2021-01-25 18:08:28.332329 UTC,2305323.8382319088,8696449019,view_item,Peru,desktop,google,organic,(organic)
2021-01-25 02:54:18.066944 UTC,2316464.6670955467,8634248569,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 08:21:48.471473 UTC,2339452.7680324562,6871806787,session_start,United States,desktop,google,organic,(organic)
2021-01-25 08:53:24.747792 UTC,2342502.2910129481,7145158737,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-25 18:52:45.880157 UTC,2342971.6074063060,1911730016,view_item,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 18:51:21.985663 UTC,2342971.6074063060,1911730016,view_item,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 18:03:41.835862 UTC,2342971.6074063060,1911730016,session_start,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 21:34:08.233774 UTC,2342971.6074063060,4647381016,session_start,United States,mobile,google,organic,(organic)
2021-01-25 18:35:51.446184 UTC,2342971.6074063060,1911730016,view_item,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 18:39:27.205750 UTC,2342971.6074063060,1911730016,view_item,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 18:39:18.993664 UTC,2342971.6074063060,1911730016,view_item,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 17:31:24.807212 UTC,2373338.3622617535,2983157894,session_start,South Korea,mobile,(direct),(none),(direct)
2021-01-25 04:57:05.413876 UTC,2379232.0765987115,5275972016,session_start,India,tablet,google,organic,(organic)
2021-01-25 10:16:34.123289 UTC,2387466.7324403112,3064090295,session_start,Italy,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 10:16:39.159597 UTC,2387466.7324403112,3064090295,view_item,Italy,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 13:55:03.128465 UTC,2392890.0367004948,1315359295,view_item,United States,tablet,google,organic,(organic)
2021-01-25 13:57:41.001747 UTC,2392890.0367004948,1315359295,view_item,United States,tablet,google,organic,(organic)
2021-01-25 13:55:01.131715 UTC,2392890.0367004948,1315359295,session_start,United States,tablet,google,organic,(organic)
2021-01-25 21:33:48.540917 UTC,2393244.2245274301,5709637740,session_start,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 20:29:59.596668 UTC,2393244.2245274301,5079229640,session_start,United States,desktop,google,organic,(organic)
2021-01-25 21:46:47.841362 UTC,2393244.2245274301,5709637740,add_shipping_info,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 20:41:20.387946 UTC,2393244.2245274301,5079229640,view_item,United States,desktop,google,organic,(organic)
2021-01-25 21:46:58.377191 UTC,2393244.2245274301,5709637740,add_payment_info,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 21:37:54.461736 UTC,2393244.2245274301,5709637740,add_shipping_info,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 21:38:21.188561 UTC,2393244.2245274301,5709637740,add_payment_info,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 02:45:23.094534 UTC,2393917.6157336532,3771424883,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 02:45:28.637449 UTC,2393917.6157336532,3771424883,view_item,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 22:01:25.836295 UTC,2412149.6145971965,3591754270,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 18:36:00.513020 UTC,2430051.6626138411,2657680186,session_start,Spain,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 16:36:39.529458 UTC,2430051.6626138411,2890676320,session_start,Spain,mobile,<Other>,organic,(organic)
2021-01-25 13:00:03.063046 UTC,2436178.0554754564,3697399454,session_start,Switzerland,mobile,<Other>,<Other>,<Other>
2021-01-25 02:45:49.180622 UTC,2445088.7430313784,7496879836,session_start,South Korea,mobile,<Other>,<Other>,<Other>
2021-01-25 15:05:41.762109 UTC,2445970.8056042822,7508046772,session_start,Spain,desktop,<Other>,<Other>,<Other>
2021-01-25 18:32:15.259317 UTC,2447774.2833296266,1023958173,session_start,Australia,desktop,google,organic,(organic)
2021-01-25 14:57:29.440989 UTC,2447787.0512927464,9286470025,session_start,Peru,desktop,google,organic,(organic)
2021-01-25 06:07:22.529277 UTC,2448714.0186271614,4927524727,session_start,Germany,desktop,google,cpc,<Other>
2021-01-25 06:07:26.820785 UTC,2448714.0186271614,4927524727,view_item,Germany,desktop,google,cpc,<Other>
2021-01-25 13:42:18.650825 UTC,2451670.1906782769,8271446447,view_item,Japan,desktop,(direct),(none),(direct)
2021-01-25 13:42:13.729054 UTC,2451670.1906782769,8271446447,session_start,Japan,desktop,(direct),(none),(direct)
2021-01-25 19:45:27.197842 UTC,2468890.5242611540,4703246417,session_start,Canada,desktop,google,organic,(organic)
2021-01-25 12:31:21.655582 UTC,2476751.3358027641,4456472342,session_start,United States,mobile,google,organic,(organic)
2021-01-25 07:22:33.121234 UTC,2478859.0958473642,2648444333,session_start,United States,desktop,google,organic,(organic)
2021-01-25 03:58:29.167419 UTC,2479769.1526785503,3973226359,session_start,Brazil,desktop,google,cpc,<Other>
2021-01-25 17:25:30.441450 UTC,2483506.0869774088,5570422266,session_start,United Kingdom,desktop,google,organic,(organic)
2021-01-25 19:51:30.075233 UTC,2483924.3043032227,6741985255,session_start,Canada,desktop,google,organic,(organic)
2021-01-25 15:40:29.314566 UTC,2485582.2565466160,8925151893,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-25 14:13:51.381195 UTC,2488909.7712528782,6680042626,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 18:13:10.622600 UTC,2488909.7712528782,5691414306,view_item,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 18:12:43.126204 UTC,2488909.7712528782,5691414306,view_item,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 18:12:38.107434 UTC,2488909.7712528782,5691414306,session_start,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 14:50:32.462957 UTC,2493293.0028576277,1884471052,session_start,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 23:43:29.807214 UTC,2495878.1006998369,7314996526,session_start,India,mobile,google,organic,(organic)
2021-01-25 20:14:58.305172 UTC,2496826.9411494728,5287621753,session_start,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 20:14:05.206622 UTC,2499937.3077310835,4727057669,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 12:41:05.877910 UTC,2507448.2304694619,5393721448,session_start,India,mobile,(direct),(none),(direct)
2021-01-25 12:41:10.903663 UTC,2507448.2304694619,5393721448,view_item,India,mobile,(direct),(none),(direct)
2021-01-25 00:22:55.233310 UTC,2512049.0606948440,7497602007,session_start,United States,desktop,<Other>,organic,(organic)
2021-01-25 06:15:50.697616 UTC,2518969.1683352146,2244965031,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 03:16:21.755037 UTC,2518969.1683352146,9025619779,session_start,United States,desktop,google,organic,(organic)
2021-01-25 15:36:54.172229 UTC,2520727.5315511018,2058651533,view_item,United States,mobile,google,organic,(organic)
2021-01-25 15:36:48.630033 UTC,2520727.5315511018,2058651533,session_start,United States,mobile,google,organic,(organic)
2021-01-25 07:38:49.971818 UTC,2521363.2443962860,6615748252,session_start,United States,mobile,google,organic,(organic)
2021-01-25 16:13:36.865225 UTC,2522139.8383510968,1387837079,session_start,China,desktop,(direct),(none),(direct)
2021-01-25 13:44:15.745532 UTC,2530860.3042769813,1869734391,session_start,(not set),desktop,google,cpc,<Other>
2021-01-25 05:47:40.356902 UTC,2531548.8040162512,4078620705,session_start,United States,mobile,google,cpc,<Other>
2021-01-25 20:48:58.836064 UTC,2537739.5657282527,5622229443,session_start,United Kingdom,desktop,google,organic,(organic)
2021-01-25 10:19:09.165916 UTC,2545681.2985666718,9661654690,view_item,Singapore,desktop,(direct),(none),(direct)
2021-01-25 10:18:28.885189 UTC,2545681.2985666718,9661654690,session_start,Singapore,desktop,(direct),(none),(direct)
2021-01-25 07:33:41.673738 UTC,2545681.2985666718,1577102894,session_start,Singapore,desktop,google,organic,(organic)
2021-01-25 10:18:34.166987 UTC,2545681.2985666718,9661654690,view_item,Singapore,desktop,(direct),(none),(direct)
2021-01-25 17:57:09.863055 UTC,2551919.9965944910,2463140329,session_start,Indonesia,desktop,google,organic,(organic)
2021-01-25 10:43:47.981369 UTC,2563698.9660558980,9883778264,session_start,United States,mobile,(direct),(none),(direct)
2021-01-25 19:17:42.974213 UTC,2569739.8101031899,3176010724,add_payment_info,Canada,desktop,google,cpc,<Other>
2021-01-25 19:04:03.475803 UTC,2569739.8101031899,3176010724,view_item,Canada,desktop,google,cpc,<Other>
2021-01-25 19:17:53.272917 UTC,2569739.8101031899,3176010724,add_payment_info,Canada,desktop,google,cpc,<Other>
2021-01-25 19:17:29.371619 UTC,2569739.8101031899,3176010724,add_shipping_info,Canada,desktop,google,cpc,<Other>
2021-01-25 19:17:43.573514 UTC,2569739.8101031899,3176010724,add_shipping_info,Canada,desktop,google,cpc,<Other>
2021-01-25 19:18:18.727228 UTC,2569739.8101031899,3176010724,add_payment_info,Canada,desktop,google,cpc,<Other>
2021-01-25 19:03:11.592870 UTC,2569739.8101031899,3176010724,session_start,Canada,desktop,google,cpc,<Other>
2021-01-25 03:32:36.615630 UTC,2582940.0556137391,8994533352,session_start,France,mobile,google,cpc,<Other>
2021-01-25 18:22:20.484750 UTC,2588294.9032416413,9744791808,view_item,Canada,mobile,google,organic,(organic)
2021-01-25 18:17:07.517324 UTC,2588294.9032416413,9744791808,session_start,Canada,mobile,google,organic,(organic)
2021-01-25 18:27:29.014733 UTC,2588294.9032416413,9744791808,view_item,Canada,mobile,google,organic,(organic)
2021-01-25 18:30:16.110677 UTC,2588693.4592272163,2568860866,add_payment_info,India,mobile,(direct),(none),(direct)
2021-01-25 18:29:53.803665 UTC,2588693.4592272163,2568860866,add_shipping_info,India,mobile,(direct),(none),(direct)
2021-01-25 18:29:23.883567 UTC,2588693.4592272163,2568860866,add_shipping_info,India,mobile,(direct),(none),(direct)
2021-01-25 18:23:08.735059 UTC,2588693.4592272163,2568860866,session_start,India,mobile,(direct),(none),(direct)
2021-01-25 18:49:30.820660 UTC,2595381.0667623867,9250426349,session_start,United States,mobile,google,organic,(organic)
2021-01-25 15:29:46.134513 UTC,2595469.2565466160,648271634,session_start,Canada,desktop,google,cpc,<Other>
2021-01-25 15:31:27.077279 UTC,2595469.2565466160,648271634,view_item,Canada,desktop,google,cpc,<Other>
2021-01-25 00:49:02.140896 UTC,2603715.5567367727,9542530971,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 00:34:02.861797 UTC,2603715.5567367727,1896621048,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 13:20:54.115382 UTC,2605788.4109578463,8531129782,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 13:42:39.538767 UTC,2611208.9535810763,1836403244,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 02:03:45.307027 UTC,2618400.8912306043,8387318194,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-25 16:55:22.153898 UTC,2625474.4114888070,4914108531,view_item,United States,desktop,(direct),(none),(direct)
2021-01-25 16:55:20.195850 UTC,2625474.4114888070,4914108531,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 21:38:56.327904 UTC,2629264.3166268950,5778066591,session_start,Ireland,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 23:19:49.788510 UTC,2633518.7803764441,6732304608,session_start,United States,desktop,google,organic,(organic)
2021-01-25 16:24:44.076577 UTC,2635892.9894610071,1404413046,session_start,Singapore,mobile,<Other>,referral,(referral)
2021-01-25 12:18:03.457860 UTC,2638495.6945211843,682709745,session_start,United States,desktop,google,cpc,<Other>
2021-01-25 12:21:35.924593 UTC,2638495.6945211843,682709745,view_item,United States,desktop,google,cpc,<Other>
2021-01-25 09:24:02.154263 UTC,2640319.0856252599,9560058573,view_item,United States,desktop,google,cpc,<Other>
2021-01-25 09:24:00.802861 UTC,2640319.0856252599,9560058573,session_start,United States,desktop,google,cpc,<Other>
2021-01-25 19:25:50.343480 UTC,2640931.6378569572,6141835804,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 11:46:23.939167 UTC,2642146.2215885687,7311861894,session_start,United States,desktop,google,organic,(organic)
2021-01-25 19:15:25.180692 UTC,2644329.3882049140,4181747061,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-25 09:13:56.693740 UTC,2644753.6493520713,6349528143,session_start,India,desktop,google,organic,(organic)
2021-01-25 06:00:14.600731 UTC,2646586.2004138776,2176951028,session_start,United States,mobile,google,organic,(organic)
2021-01-25 22:15:53.803997 UTC,2647045.7294859565,8435607946,session_start,United Kingdom,mobile,<Other>,referral,(referral)
2021-01-25 22:15:56.798486 UTC,2647045.7294859565,8435607946,view_item,United Kingdom,mobile,<Other>,referral,(referral)
2021-01-25 19:54:36.652167 UTC,2651197.1532552824,8565351339,session_start,Canada,mobile,(data deleted),(data deleted),(data deleted)
2021-01-25 21:57:09.549068 UTC,2651929.2005736917,4666411329,session_start,Ukraine,desktop,google,organic,(organic)
2021-01-25 08:40:57.113250 UTC,2654714.5308732829,5318156110,session_start,Philippines,mobile,google,organic,(organic)
2021-01-25 08:31:21.092837 UTC,2656567.8824666686,4284232625,session_start,United States,mobile,google,organic,(organic)
2021-01-25 09:36:06.104040 UTC,2656567.8824666686,4433794344,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 22:48:32.962614 UTC,2656988.0708335473,6675234035,session_start,United States,mobile,google,organic,(organic)
2021-01-25 11:42:50.362997 UTC,2660894.3083163765,1487714005,session_start,United States,mobile,google,organic,(organic)
2021-01-25 01:11:13.940614 UTC,2668341.1477131345,8255138011,session_start,Ireland,mobile,google,organic,(organic)
2021-01-25 21:29:55.105818 UTC,2669163.1559658095,7587373229,session_start,France,mobile,<Other>,<Other>,<Other>
2021-01-25 03:00:07.789736 UTC,2688478.8058276748,8632422978,session_start,United States,mobile,google,organic,(organic)
2021-01-25 02:31:48.251231 UTC,2688478.8058276748,6845398297,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-25 16:57:17.361886 UTC,2694420.8268674392,1239076693,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 18:24:20.824422 UTC,2695135.7844226980,5965406876,session_start,India,mobile,google,organic,(organic)
2021-01-25 17:34:07.011616 UTC,2704631.3551672775,3955486034,session_start,India,desktop,<Other>,referral,(referral)
2021-01-25 17:36:20.688127 UTC,2704631.3551672775,3955486034,view_item,India,desktop,<Other>,referral,(referral)
2021-01-25 19:57:13.599573 UTC,2723569.0998657978,9598195676,session_start,United States,desktop,google,organic,(organic)
2021-01-25 02:56:50.040237 UTC,2725242.1572737301,2966261825,view_item,India,mobile,(direct),(none),(direct)
2021-01-25 02:56:45.493114 UTC,2725242.1572737301,2966261825,session_start,India,mobile,(direct),(none),(direct)
2021-01-25 22:00:15.234155 UTC,2726490.4242272215,6266918069,session_start,United States,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 05:22:32.282597 UTC,2727893.0209895784,6299190711,session_start,India,mobile,<Other>,organic,(organic)
2021-01-25 21:19:52.654774 UTC,2729040.8972124128,2988479455,session_start,United States,desktop,google,organic,(organic)
2021-01-25 06:54:16.756532 UTC,2730031.9247226818,859103942,session_start,Portugal,mobile,google,cpc,<Other>
2021-01-25 04:22:23.994967 UTC,2731814.6039278562,1960811688,session_start,Egypt,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 20:39:32.674172 UTC,2741015.0537328992,9720715017,view_item,Mexico,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 20:39:29.720185 UTC,2741015.0537328992,9720715017,session_start,Mexico,desktop,(data deleted),(data deleted),(data deleted)
2021-01-25 02:49:19.788956 UTC,2743953.0108334420,3553258597,session_start,United States,desktop,(direct),(none),(direct)
2021-01-25 00:50:31.463723 UTC,2751503.9887763994,4972738218,session_start,Netherlands,tablet,(direct),(none),(direct)
2021-01-25 13:23:10.296184 UTC,2751983.3612543760,9971114782,session_start,India,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-25 04:29:13.141529 UTC,2753260.5957406637,5984716020,session_start,India,desktop,(direct),(none),(direct)
2021-01-25 22:20:25.204818 UTC,2766869.1150503520,2033567747,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-25 22:27:47.078099 UTC,2766869.1150503520,2033567747,add_shipping_info,United States,mobile,<Other>,referral,(referral)
2021-01-25 22:26:32.672061 UTC,2766869.1150503520,2033567747,view_item,United States,mobile,<Other>,referral,(referral)
2021-01-25 22:26:48.558731 UTC,2766869.1150503520,2033567747,view_item,United States,mobile,<Other>,referral,(referral)
2021-01-25 20:40:44.988395 UTC,2766869.1150503520,6712582513,session_start,United States,mobile,google,organic,(organic)
2021-01-25 22:28:19.557064 UTC,2766869.1150503520,2033567747,add_payment_info,United States,mobile,<Other>,referral,(referral)
2021-01-25 15:21:59.949298 UTC,2774442.6858937799,7405560896,view_item,Philippines,desktop,google,organic,(organic)
2021-01-25 15:23:23.359113 UTC,2774442.6858937799,7405560896,view_item,Philippines,desktop,google,organic,(organic)
2021-01-25 15:21:39.498298 UTC,2774442.6858937799,7405560896,view_item,Philippines,desktop,google,organic,(organic)
2021-01-25 15:21:34.012824 UTC,2774442.6858937799,7405560896,session_start,Philippines,desktop,google,organic,(organic)
2021-01-25 07:01:56.891229 UTC,2776500.4025813063,5993390158,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-25 09:02:53.925645 UTC,2784357.1432589576,6888117965,session_start,United States,desktop,google,cpc,<Other>
